Id,Label,Type,genre,year,language,topic_id,label_thema,nb_auteurs
"Hasil, Jan_2025-11-19T21:17:30","Hasil, Jan",author,male,,,,,
"Ottenwelter, Estelle_2025-11-19T21:17:30","Ottenwelter, Estelle",author,female,,,,,
"Barčáková, Ludmila_2025-11-19T21:17:30","Barčáková, Ludmila",author,female,,,,,
"Firth, Matthew_2025-11-19T21:17:35","Firth, Matthew",author,male,,,,,
"Schmid, Hans-Jörg_2025-11-19T21:17:39","Schmid, Hans-Jörg",author,male,,,,,
"Würschinger, Quirin_2025-11-19T21:17:39","Würschinger, Quirin",author,male,,,,,
"Keller, Melanie_2025-11-19T21:17:39","Keller, Melanie",author,female,,,,,
"Lenker, Ursula_2025-11-19T21:17:39","Lenker, Ursula",author,female,,,,,
"Säily, Tanja_2025-11-19T21:17:40","Säily, Tanja",author,female,,,,,
"Vartiainen, Turo_2025-11-19T21:17:40","Vartiainen, Turo",author,female,,,,,
"Liimatta, Aatu_2025-11-19T21:17:40","Liimatta, Aatu",author,male,,,,,
"Lijffijt, Jefrey_2025-11-19T21:17:40","Lijffijt, Jefrey",author,male,,,,,
"Filipowiak, Wojciech_2025-11-19T21:17:36","Filipowiak, Wojciech",author,male,,,,,
"Tochilova, Nadezhda_2025-11-19T21:17:41","Tochilova, Nadezhda",author,female,,,,,
"Naismith, Rory_2025-11-19T21:16:39","Naismith, Rory",author,male,,,,,
"Mhaonaigh, Máire Ní_2025-11-19T21:17:49","Mhaonaigh, Máire Ní",author,male,,,,,
"El Moataz, Abderrahim_2025-11-19T21:18:03","El Moataz, Abderrahim",author,male,,,,,
"Mammass, Driss_2025-11-19T21:18:03","Mammass, Driss",author,male,,,,,
"Mansouri, Alamin_2025-11-19T21:18:03","Mansouri, Alamin",author,male,,,,,
"Nouboud, Fathallah_2025-11-19T21:18:03","Nouboud, Fathallah",author,male,,,,,
"Degrigny, Christian_2025-11-19T21:18:03","Degrigny, Christian",author,male,,,,,
"Boochs, Frank_2025-11-19T21:18:03","Boochs, Frank",author,male,,,,,
"Raddatz, Laura_2025-11-19T21:18:03","Raddatz, Laura",author,female,,,,,
"Veller, Jonas_2025-11-19T21:18:03","Veller, Jonas",author,male,,,,,
"Justus, Carina_2025-11-19T21:18:03","Justus, Carina",author,female,,,,,
"Pinette, Matthieu_2025-11-19T21:18:03","Pinette, Matthieu",author,male,,,,,
ابن عمير، زهير_2025-11-19T21:18:19,ابن عمير، زهير,author,male,,,,,
بكاي، هوارية_2025-11-19T21:18:19,بكاي، هوارية,author,female,,,,,
"Barrier, Pascal_2025-11-19T21:18:52","Barrier, Pascal",author,male,,,,,
"Leconte, Pauline_2025-11-19T21:18:52","Leconte, Pauline",author,female,,,,,
"Pacaud, Maël_2025-11-19T21:18:52","Pacaud, Maël",author,male,,,,,
"Dalle, Sarah_2025-11-19T21:20:14","Dalle, Sarah",author,female,,,,,
"Sabaux, Charlotte_2025-11-19T21:20:14","Sabaux, Charlotte",author,female,,,,,
"De Mulder, Guy_2025-11-19T21:20:14","De Mulder, Guy",author,male,,,,,
"Hlad, Marta_2025-11-19T21:20:14","Hlad, Marta",author,female,,,,,
"Kontopoulos, Ioannis_2025-11-19T21:20:14","Kontopoulos, Ioannis",author,male,,,,,
"Capuzzo, Giacomo_2025-11-19T21:20:14","Capuzzo, Giacomo",author,male,,,,,
"Sengeløv, Amanda_2025-11-19T21:18:18","Sengeløv, Amanda",author,female,,,,,
"Vercauteren, Martine_2025-11-19T21:20:14","Vercauteren, Martine",author,female,,,,,
"Snoeck, Christophe_2025-11-19T21:17:12","Snoeck, Christophe",author,male,,,,,
"Salesse, Kevin_2025-11-19T21:20:14","Salesse, Kevin",author,male,,,,,
"Warmenbol, Eugène_2025-11-19T21:20:14","Warmenbol, Eugène",author,male,,,,,
"Kosi, Miha_2025-11-19T21:17:17","Kosi, Miha",author,male,,,,,
"Preinfalk, Miha_2025-11-19T21:20:37","Preinfalk, Miha",author,male,,,,,
"Svoljšak, Petra_2025-11-19T21:20:37","Svoljšak, Petra",author,female,,,,,
"Fontana, Alessandro_2025-11-19T21:20:38","Fontana, Alessandro",author,male,,,,,
"Frassine, Matteo_2025-11-19T21:20:38","Frassine, Matteo",author,male,,,,,
"Ronchi, Livio_2025-11-19T21:20:38","Ronchi, Livio",author,male,,,,,
"van Wirdum, Falkje_2025-11-19T21:18:38","van Wirdum, Falkje",author,female,,,,,
"Aris, Christopher_2025-11-19T21:21:40",Dr Christopher Aris,author,male,,,,,
"Deter, Chris_2025-11-19T21:21:40","Deter, Chris",author,unknown,,,,,
"Kainrath, Barbara_2025-11-19T21:21:48","Kainrath, Barbara",author,female,,,,,
"Traxler, Stefan_2025-11-19T21:21:48","Traxler, Stefan",author,male,,,,,
"Davis, John_2025-11-19T21:21:56","Davis, John",author,male,,,,,
"Degenaar, Bert_2025-11-19T21:21:56","Degenaar, Bert",author,male,,,,,
"Ruiter, Arie de_2025-11-19T21:21:56","Ruiter, Arie de",author,male,,,,,
"Gent, Rob van_2025-11-19T21:21:56","Gent, Rob van",author,male,,,,,
"Pappot, Arie_2025-11-19T21:21:56","Pappot, Arie",author,male,,,,,
"Agostino, Angelo_2025-11-19T21:21:56","Agostino, Angelo",author,male,,,,,
"Häberlein, Mark_2025-11-19T21:21:56","Häberlein, Mark",author,male,,,,,
"Rajkay, Barbara_2025-11-19T21:21:56","Rajkay, Barbara",author,female,,,,,
"O'Hara, Mackie C_2025-11-19T21:21:56","O'Hara, Mackie C",author,unknown,,,,,
"Danesi, Valeria_2025-11-19T21:21:58","Danesi, Valeria",author,female,,,,,
"Pizzoli, Enrico_2025-11-19T21:22:00","Pizzoli, Enrico",author,male,,,,,
"Jiresch, Ester_2025-11-19T21:22:01","Jiresch, Ester",author,female,,,,,
"Boswijk, Vincent_2025-11-19T21:22:01","Boswijk, Vincent",author,male,,,,,
"Rudnicki, Marcin_2025-11-19T21:22:01","Rudnicki, Marcin",author,male,,,,,
"Rudnicki, Mirosław_2025-11-19T21:22:01","Rudnicki, Mirosław",author,male,,,,,
"Bussels, Stijn_2025-11-19T21:22:08","Bussels, Stijn",author,male,,,,,
"Darnell, Lorne_2025-11-19T21:22:08","Darnell, Lorne",author,male,,,,,
"Bitenc, Vida_2025-11-19T21:22:09","Bitenc, Vida",author,female,,,,,
"Prijatelj, Agni_2025-11-19T21:22:09","Prijatelj, Agni",author,unknown,,,,,
"Modrijan, Zvezdana_2025-11-19T21:22:10","Modrijan, Zvezdana",author,male,,,,,
"Lubšina Tušek, Marija_2025-11-19T21:22:10","Lubšina Tušek, Marija",author,male,,,,,
"Kajzer Cafnik, Mihela_2025-11-19T21:22:10","Kajzer Cafnik, Mihela",author,female,,,,,
"Vomer-Gojkovič, Mojca_2025-11-19T21:22:10","Vomer-Gojkovič, Mojca",author,female,,,,,
"Žontar, Bogo_2025-11-19T21:22:10","Žontar, Bogo",author,male,,,,,
"Korošec, Tamara_2025-11-19T21:22:10","Korošec, Tamara",author,male,,,,,
"Sužnik, Maja_2025-11-19T21:22:10","Sužnik, Maja",author,female,,,,,
"Hanc, Justin_2025-11-19T21:22:10","Hanc, Justin",author,male,,,,,
"Lozić, Edisa_2025-11-19T21:22:10","Lozić, Edisa",author,female,,,,,
"Bogdanowicz, Wiesław_2025-11-19T21:22:12","Bogdanowicz, Wiesław",author,male,,,,,
"Skrzyńska, Katarzyna_2025-11-19T21:22:12","Skrzyńska, Katarzyna",author,female,,,,,
"Brorsson, Torbjörn_2025-11-19T21:17:34","Brorsson, Torbjörn",author,female,,,,,
"Jeffery, Sonia_2025-11-19T21:22:16","Jeffery, Sonia",author,female,,,,,
"Gómez-Taylor Corominas, Bárbara_2025-11-19T21:22:20","Gómez-Taylor Corominas, Bárbara",author,female,,,,,
"Moreno Sancho, Mari Luz_2025-11-19T21:22:20","Moreno Sancho, Mari Luz",author,female,,,,,
"Drehmer Rieger, Eraci_2025-11-19T21:22:20","Drehmer Rieger, Eraci",author,unknown,,,,,
"Sempere Ferre, Francisca_2025-11-19T21:22:20","Sempere Ferre, Francisca",author,female,,,,,
"Carrera Juliá, Sandra_2025-11-19T21:22:20","Carrera Juliá, Sandra",author,female,,,,,
"Nevado Blanco, Julián_2025-11-19T21:22:20","Nevado Blanco, Julián",author,male,,,,,
"Hernández Vázquez, Manuel_2025-11-19T21:22:21","Hernández Vázquez, Manuel",author,male,,,,,
"Mayoral, Angel_2025-11-19T21:22:21","Mayoral, Angel",author,unknown,,,,,
"Barceló Hernando, Alejandro_2025-11-19T21:22:21","Barceló Hernando, Alejandro",author,male,,,,,
"Arroyo Parra, Matilde_2025-11-19T21:22:21","Arroyo Parra, Matilde",author,female,,,,,
"Belke, Ansgar_2025-11-19T21:22:33","Belke, Ansgar",author,male,,,,,
"Beretta, Edoardo_2025-11-19T21:22:33","Beretta, Edoardo",author,male,,,,,
"Gatt, Pablo_2025-11-19T21:22:36","Gatt, Pablo",author,male,,,,,
"Baccega, Marcus_2025-11-19T21:22:36","Baccega, Marcus",author,male,,,,,
"Zuza Astiz, Carlos_2025-11-19T21:22:36","Zuza Astiz, Carlos",author,male,,,,,
"Zuazúa Wegener, Nicolás_2025-11-19T21:22:36","Zuazúa Wegener, Nicolás",author,male,,,,,
"Petković, Sofija_2025-11-19T21:15:52","Petković, Sofija",author,female,,,,,
"Gojković, Dragica_2025-11-19T21:22:24","Gojković, Dragica",author,female,,,,,
"Bulatović, Jelena B._2025-11-19T21:21:19","Bulatović, Jelena B.",author,female,,,,,
"Negrelli, Claudio_2025-11-19T21:22:43","Negrelli, Claudio",author,male,,,,,
"Mazzitelli, Daniela_2025-11-19T21:22:43","Mazzitelli, Daniela",author,female,,,,,
"Barbiera, Irene_2025-11-19T21:19:38","Barbiera, Irene",author,female,,,,,
"Pazienza, Annamaria_2025-11-19T21:14:54","Pazienza, Annamaria",author,female,,,,,
"Borri, Francesco_2025-11-19T21:22:43","Borri, Francesco",author,male,,,,,
"Ceresa Mori, Anna_2025-11-19T21:22:43","Ceresa Mori, Anna",author,female,,,,,
"De_Vanna, Leonardo_2025-11-19T21:22:43","De_Vanna, Leonardo",author,unknown,,,,,
"Casa Martínez, Carlos de la_2025-11-19T21:22:45","Casa Martínez, Carlos de la",author,male,,,,,
"Doménech Esteban, Manuela_2025-11-19T21:22:45","Doménech Esteban, Manuela",author,female,,,,,
ديفدسن، هربرت أ._2025-11-19T21:22:48,ديفدسن، هربرت أ.,author,male,,,,,
"El Bousklaoui, Said_2025-11-19T21:22:48","El Bousklaoui, Said",author,male,,,,,
البوسكلاوي، سعيد_2025-11-19T21:22:48,البوسكلاوي، سعيد,author,male,,,,,
"Derungs, Curdin_2025-11-19T21:22:50","Derungs, Curdin",author,male,,,,,
"Sieber, Christian_2025-11-19T21:22:50","Sieber, Christian",author,male,,,,,
"Glaser, Elvira_2025-11-19T21:22:50","Glaser, Elvira",author,female,,,,,
"Weibel, Robert_2025-11-19T21:22:50","Weibel, Robert",author,male,,,,,
"Krol, Tessa_2025-11-19T21:23:10","Krol, Tessa",author,female,,,,,
"Nieuwhof, Annet_2025-11-19T21:16:21","Nieuwhof, Annet",author,female,,,,,
"Dee, M. W._2025-11-19T21:23:10","Dee, M. W.",author,unknown,,,,,
"James, Simon_2025-11-19T21:25:58","James, Simon",author,male,,,,,
"Krmnicek, Stefan_2025-11-19T21:26:11","Krmnicek, Stefan",author,male,,,,,
"Theune, Claudia_2025-11-19T21:26:11","Theune, Claudia",author,female,,,,,
"Sievers, Susanne_2025-11-19T21:26:14","Sievers, Susanne",author,female,,,,,
"Fehr, Hubert_2025-11-19T21:26:35","Fehr, Hubert",author,male,,,,,
"Kemkes, Martin_2025-11-19T21:26:36","Kemkes, Martin",author,male,,,,,
"Wolters, Reinhard_2025-11-19T21:26:36","Wolters, Reinhard",author,male,,,,,
"Meyer, Michael_2025-11-19T21:26:37","Meyer, Michael",author,male,,,,,
"Mostaza, Jose M._2025-11-19T21:34:28","Mostaza, Jose M.",author,male,,,,,
"de Dios, Olaya_2025-11-19T21:34:28","de Dios, Olaya",author,female,,,,,
"Arribas, Marta_2025-11-19T21:34:28","Arribas, Marta",author,female,,,,,
"Pérez Arroyo, Alicia_2025-11-19T21:34:28","Pérez Arroyo, Alicia",author,female,,,,,
"Salinero-Fort, Miguel A._2025-11-19T21:34:28","Salinero-Fort, Miguel A.",author,male,,,,,
"Estirado, Eva_2025-11-19T21:34:28","Estirado, Eva",author,female,,,,,
"González Alegre, Teresa_2025-11-19T21:34:28","González Alegre, Teresa",author,female,,,,,
"Sabín, Concesa_2025-11-19T21:34:28","Sabín, Concesa",author,female,,,,,
"López, Silvia_2025-11-19T21:34:28","López, Silvia",author,female,,,,,
"Sánchez, Vanesa_2025-11-19T21:34:28","Sánchez, Vanesa",author,female,,,,,
"Cornejo, Víctor_2025-11-19T21:34:28","Cornejo, Víctor",author,male,,,,,
"Garcés, Carmen_2025-11-19T21:34:28","Garcés, Carmen",author,female,,,,,
"Bennett, Lisa_2025-11-19T21:24:22","Bennett, Lisa",author,female,,,,,
"Wilkins, Kim_2025-11-19T21:35:24","Wilkins, Kim",author,female,,,,,
"Cohen, Alan A_2025-11-19T21:35:30","Cohen, Alan A",author,male,,,,,
"Levasseur, Mélanie_2025-11-19T21:35:30","Levasseur, Mélanie",author,female,,,,,
"Raina, Parminder_2025-11-19T21:35:30",Parminder Raina,author,unknown,,,,,
"Fried, Linda P_2025-11-19T21:35:30","Fried, Linda P",author,female,,,,,
"Nedoklan, Srđan_2025-11-19T21:36:44","Nedoklan, Srđan",author,male,,,,,
"Tadin, Antonija_2025-11-19T21:36:44","Tadin, Antonija",author,female,,,,,
"Knezović, Zlatka_2025-11-19T21:36:44","Knezović, Zlatka",author,female,,,,,
"Sutlović, Davorka_2025-11-19T21:36:44","Sutlović, Davorka",author,female,,,,,
"Rohlicek, Charles_2025-11-19T21:36:47","Rohlicek, Charles",author,male,,,,,
"Sahakian, Sossy_2025-11-19T21:36:47","Sahakian, Sossy",author,unknown,,,,,
"Schmidt, Johannes_2025-11-19T21:36:49","Schmidt, Johannes",author,male,,,,,
"Hao, Zhixin_2025-11-19T21:36:54","Hao, Zhixin",author,unknown,,,,,
"Zheng, Jingyun_2025-11-19T21:36:54","Zheng, Jingyun",author,unknown,,,,,
"Yu, Yingzhuo_2025-11-19T21:36:54","Yu, Yingzhuo",author,unknown,,,,,
"Xiong, Danyang_2025-11-19T21:36:54","Xiong, Danyang",author,unknown,,,,,
"Liu, Yang_2025-11-19T21:36:54","Liu, Yang",author,female,,,,,
"Ge, Quansheng_2025-11-19T21:36:54","Ge, Quansheng",author,male,,,,,
"Stacey, Rebecca J._2025-11-19T21:37:05","Stacey, Rebecca J.",author,female,,,,,
"Brunning, Sue_2025-11-19T21:16:20","Brunning, Sue",author,female,,,,,
"Devièse, Thibaut_2025-11-19T21:37:05","Devièse, Thibaut",author,male,,,,,
"Mortimer, Richard_2025-11-19T21:37:05","Mortimer, Richard",author,male,,,,,
"Ladd, Stuart_2025-11-19T21:37:05","Ladd, Stuart",author,male,,,,,
"Parfitt, Keith_2025-11-19T21:37:05","Parfitt, Keith",author,male,,,,,
"Bull, Ian_2025-11-19T21:37:05","Bull, Ian",author,male,,,,,
"Kempf, Michael_2025-11-19T21:31:47","Kempf, Michael",author,male,,,,,
"Brather-Walter, Susanne_2025-11-19T21:15:51","Brather-Walter, Susanne",author,female,,,,,
"Cruz-Jentoft, Alfonso J._2025-11-19T21:37:07","Cruz-Jentoft, Alfonso J.",author,male,,,,,
"Dawson Hughes, Bess_2025-11-19T21:37:07","Dawson Hughes, Bess",author,female,,,,,
"Scott, David_2025-11-19T21:37:07",David Scott,author,male,,,,,
"Sanders, Kerrie M._2025-11-19T21:37:07","Sanders, Kerrie M.",author,female,,,,,
"Rizzoli, Rene_2025-11-19T21:37:07","Rizzoli, Rene",author,male,,,,,
"Gustafsson, Christer_2025-11-19T21:37:08","Gustafsson, Christer",author,male,,,,,
"Zamerska, Alicja_2025-11-19T21:28:58","Zamerska, Alicja",author,female,,,,,
"Lewandowska, Magda_2025-11-19T21:37:11","Lewandowska, Magda",author,female,,,,,
"Kaiser, Knut_2025-11-19T21:23:23","Kaiser, Knut",author,male,,,,,
"Heinrich, Susann_2025-11-19T21:23:23","Heinrich, Susann",author,female,,,,,
"Rubeis, Giovanni_2025-11-19T21:22:18","Rubeis, Giovanni",author,male,,,,,
"Tarabochia, Matthew_2025-11-19T21:37:35","Tarabochia, Matthew",author,male,,,,,
"Janssen, Stein J_2025-11-19T21:37:35",Stein Janssen,author,unknown,,,,,
"Ogink, Paul T_2025-11-19T21:37:35","Ogink, Paul T",author,male,,,,,
"Ring, David_2025-11-19T21:37:35","Ring, David",author,male,,,,,
"Chen, Neal C_2025-11-19T21:37:35","Chen, Neal C",author,male,,,,,
"Rabiger-Völlmer, Johannes_2025-11-19T21:37:35","Rabiger-Völlmer, Johannes",author,male,,,,,
"Werban, Ulrike_2025-11-19T21:37:35","Werban, Ulrike",author,female,,,,,
"Dietrich, Peter_2025-11-19T21:37:35","Dietrich, Peter",author,male,,,,,
"Fediuk, Annika_2025-11-19T21:37:35","Fediuk, Annika",author,female,,,,,
"Schmutz, Beat_2025-11-19T21:37:47","Schmutz, Beat",author,male,,,,,
"Schuetz, Frederik_2025-11-19T21:37:47","Schuetz, Frederik",author,male,,,,,
"Alkadhi, Hatem_2025-11-19T21:37:47","Alkadhi, Hatem",author,male,,,,,
"Eppenberger, Patrick_2025-11-19T21:16:51","Eppenberger, Patrick",author,male,,,,,
"Cavallo, Guglielmo_2025-11-19T21:39:29","Cavallo, Guglielmo",author,male,,,,,
"Aceto, M._2025-11-19T21:37:48","Aceto, M.",author,male,,,,,
"Emmenegger, R._2025-11-19T21:37:48","Emmenegger, R.",author,unknown,,,,,
"Keller, A.T._2025-11-19T21:37:48","Keller, A.T.",author,unknown,,,,,
"Lenz, R._2025-11-19T21:37:48","Lenz, R.",author,male,,,,,
"Wörz, S._2025-11-19T21:37:48","Wörz, S.",author,unknown,,,,,
"Cassitti, P._2025-11-19T21:37:48","Cassitti, P.",author,unknown,,,,,
"Vavřík, Daniel_2025-11-19T21:22:18","Vavřík, Daniel",author,male,,,,,
"Knauber, Konrad_2025-11-19T21:22:18","Knauber, Konrad",author,male,,,,,
"Urbanová, Daniela_2025-11-19T21:22:18","Urbanová, Daniela",author,female,,,,,
"Kumpová, Ivana_2025-11-19T21:22:18","Kumpová, Ivana",author,female,,,,,
"Blažková, Kateřina_2025-11-19T21:22:18","Blažková, Kateřina",author,female,,,,,
"Šámal, Zdeněk_2025-11-19T21:22:18","Šámal, Zdeněk",author,male,,,,,
"Kytyr, D._2025-11-27T19:23:43","Kytyr, D.",author,unknown,,,,,
"Žemlička, Josef_2025-11-19T21:19:05","Žemlička, Josef",author,male,,,,,
"Paladin, Alice_2025-11-19T21:15:47","Paladin, Alice",author,female,,,,,
"Moghaddam, Negahnaz_2025-11-19T21:37:49","Moghaddam, Negahnaz",author,female,,,,,
"Stawinoga, Agnieszka Elzbieta_2025-11-19T21:37:49","Stawinoga, Agnieszka Elzbieta",author,female,,,,,
"Siebke, Inga_2025-11-19T21:37:49","Siebke, Inga",author,female,,,,,
"Depellegrin, Valentina_2025-11-19T21:37:49","Depellegrin, Valentina",author,female,,,,,
"Tecchiati, Umberto_2025-11-19T21:37:49","Tecchiati, Umberto",author,male,,,,,
"Wagner, Charles_2025-11-19T21:37:50","Wagner, Charles",author,male,,,,,
"De Gezelle, Jillian_2025-11-19T21:37:50","De Gezelle, Jillian",author,female,,,,,
"Komarnytsky, Slavko_2025-11-19T21:37:50",Slavko Komarnytsky,author,male,,,,,
"Bärwald, Annika_2025-12-29T18:17:55","Bärwald, Annika",author,female,,,,,
"Köstlbauer, Josef_2025-12-29T18:17:55","Köstlbauer, Josef",author,male,,,,,
"von Mallinckrodt, Rebekka_2025-12-29T18:17:55","von Mallinckrodt, Rebekka",author,female,,,,,
"Meyer, Stephen C._2025-11-19T21:37:52","Meyer, Stephen C.",author,male,,,,,
"Yri, Kirsten_2025-11-19T21:37:52","Yri, Kirsten",author,female,,,,,
"Eichner, Barbara_2025-11-19T21:17:37","Eichner, Barbara",author,female,,,,,
"Troyer, Scott R._2025-11-19T21:37:53","Troyer, Scott R.",author,male,,,,,
"Trafford, Simon_2025-11-19T21:18:52","Trafford, Simon",author,male,,,,,
"Orique, David Thomas_2025-11-19T21:37:53","Orique, David Thomas",author,male,,,,,
"Fitzpatrick-Behrens, Susan_2025-11-19T21:37:53","Fitzpatrick-Behrens, Susan",author,female,,,,,
"Garrard, Virginia_2025-11-19T21:37:53","Garrard, Virginia",author,female,,,,,
"Lantigua, David M._2025-11-19T21:37:53","Lantigua, David M.",author,male,,,,,
"Fioretti, Giovanna_2025-11-19T21:37:53","Fioretti, Giovanna",author,female,,,,,
"Acquafredda, Pasquale_2025-11-19T21:37:53","Acquafredda, Pasquale",author,male,,,,,
"Calò, Silvia_2025-11-19T21:37:53","Calò, Silvia",author,female,,,,,
"Cinelli, Mariagrazia_2025-11-19T21:37:53","Cinelli, Mariagrazia",author,female,,,,,
"Germanò, Germano_2025-11-19T21:37:53","Germanò, Germano",author,male,,,,,
"Laera, Alessandro_2025-11-19T21:37:53","Laera, Alessandro",author,male,,,,,
"Moccia, Angelo_2025-11-19T21:37:53","Moccia, Angelo",author,male,,,,,
"Redmalm, David_2025-11-19T21:37:55",David Redmalm,author,male,,,,,
"Skoglund, Annika_2025-11-19T21:37:55","Skoglund, Annika",author,female,,,,,
"Jakab, Gusztáv_2025-11-19T21:17:23","Jakab, Gusztáv",author,male,,,,,
"Silye, Lóránd_2025-11-19T21:17:23",Lóránd Silye,author,male,,,,,
"Sümegi, Pál_2025-11-19T21:17:23","Sümegi, Pál",author,male,,,,,
"Tóth, Attila_2025-11-19T21:17:23","Tóth, Attila",author,male,,,,,
"Sümegi, Balázs_2025-11-19T21:17:23","Sümegi, Balázs",author,male,,,,,
"Pál, Ilona_2025-11-19T21:17:23",Ilona Pál,author,female,,,,,
"Benkő, Elek_2025-11-19T21:17:23","Benkő, Elek",author,male,,,,,
"Friederich, Susanne_2025-11-19T21:20:32","Friederich, Susanne",author,female,,,,,
"Piovan, Silvia_2025-11-19T21:37:57","Piovan, Silvia",author,female,,,,,
"Pilø, Lars_2025-11-19T21:37:57","Pilø, Lars",author,male,,,,,
"Finstad, Espen_2025-11-19T21:37:57","Finstad, Espen",author,male,,,,,
"Kerkhof, Peter Alexander_2025-11-19T21:37:58","Kerkhof, Peter Alexander",author,male,,,,,
"Bruno, Laura_2025-11-19T21:37:58","Bruno, Laura",author,female,,,,,
Bilikto A. Bazarov_2025-11-19T21:48:08,Bilikto A. Bazarov,author,unknown,,,,,
Gombozhapov Alexandr D._2025-11-19T21:37:58,Gombozhapov Alexandr D.,author,male,,,,,
Nolev Evgeniy V._2025-11-19T21:37:58,Nolev Evgeniy V.,author,male,,,,,
Venuti Valentina_2025-11-19T21:37:58,Venuti Valentina,author,female,,,,,
Crupi Vincenza_2025-11-19T21:37:58,Crupi Vincenza,author,female,,,,,
Fazio Barbara_2025-11-19T21:37:58,Fazio Barbara,author,female,,,,,
Paladini Giuseppe_2025-11-19T21:37:58,Paladini Giuseppe,author,male,,,,,
La Russa Mauro Francesco_2025-11-19T21:37:58,La Russa Mauro Francesco,author,male,,,,,
Ricca Michela_2025-11-19T21:37:58,Ricca Michela,author,female,,,,,
Rovella Natalia_2025-11-19T21:37:58,Rovella Natalia,author,female,,,,,
Macchia Andrea_2025-11-19T21:37:58,Macchia Andrea,author,unknown,,,,,
Khalilli Fariz_2025-11-19T21:37:58,Khalilli Fariz,author,male,,,,,
Majolino Domenico_2025-11-19T21:37:58,Majolino Domenico,author,male,,,,,
"Aers, David_2025-11-19T21:37:59","Aers, David",author,male,,,,,
"Sarah, Beckwith_2025-11-19T21:37:59","Sarah, Beckwith",author,female,,,,,
"Johannes, Wolf_2025-11-19T21:37:59","Johannes, Wolf",author,male,,,,,
"García Alcázar, María Francisca_2025-11-19T21:28:49","García Alcázar, María Francisca",author,female,,,,,
"Martín Romera, María Ángeles_2025-11-19T21:38:00","Martín Romera, María Ángeles",author,female,,,,,
"Preiser-Kapeller, Johannes_2025-11-19T21:38:02","Preiser-Kapeller, Johannes",author,male,,,,,
"Reinfandt, Lucian_2025-11-19T21:38:02","Reinfandt, Lucian",author,male,,,,,
"Stouraitis, Yannis_2025-11-19T21:38:02","Stouraitis, Yannis",author,male,,,,,
"Dobat, Andres Siegfried_2025-11-19T21:17:10","Dobat, Andres Siegfried",author,male,,,,,
"Lewis, Michael_2025-11-19T21:17:11","Lewis, Michael",author,male,,,,,
"Thomas, Suzie_2025-11-19T21:38:03","Thomas, Suzie",author,female,,,,,
"Wessman, Anna_2025-11-19T21:18:20","Wessman, Anna",author,female,,,,,
"Adams, Claryse_2025-11-19T21:38:06",Claryse Adams,author,female,,,,,
"Cliburn, Daniel_2025-11-19T21:38:06",Daniel C. Cliburn,author,male,,,,,
"Salyers, Joshua_2025-11-19T21:38:06","Salyers, Joshua",author,male,,,,,
"Shiraz, Rukhsar_2025-11-19T21:38:06",Rukhsar Shiraz,author,unknown,,,,,
"Schneider, Thomas_2025-11-19T21:20:40","Schneider, Thomas",author,male,,,,,
"Küster, Mathias_2025-11-19T21:38:08","Küster, Mathias",author,male,,,,,
"Dietze, Elisabeth_2025-11-19T21:38:08","Dietze, Elisabeth",author,female,,,,,
"Kappler, Christoph_2025-11-19T21:38:08","Kappler, Christoph",author,male,,,,,
"Schult, Manuela_2025-11-19T21:38:08","Schult, Manuela",author,female,,,,,
"Theuerkauf, Martin_2025-11-19T21:23:23","Theuerkauf, Martin",author,male,,,,,
"Vogel, Sebastian_2025-11-19T21:38:08","Vogel, Sebastian",author,male,,,,,
"de Boer, Anna Maartje_2025-11-19T21:38:08","de Boer, Anna Maartje",author,female,,,,,
"Börner, Andreas_2025-11-19T21:38:08","Börner, Andreas",author,male,,,,,
"Preusser, Frank_2025-11-19T21:38:08","Preusser, Frank",author,male,,,,,
"Schwabe, Matthias_2025-11-19T21:38:08","Schwabe, Matthias",author,male,,,,,
"Ulrich, Jens_2025-11-19T21:38:08","Ulrich, Jens",author,male,,,,,
"Wirner, Michael_2025-11-19T21:38:08","Wirner, Michael",author,male,,,,,
"Bens, Oliver_2025-11-19T21:38:08","Bens, Oliver",author,male,,,,,
"Larsson, Simon_2025-11-19T21:38:08","Larsson, Simon",author,male,,,,,
"Lundström, Markus_2025-11-19T21:38:08","Lundström, Markus",author,male,,,,,
"Juárez-Almendros, Encarnación_2025-11-19T21:38:24","Juárez-Almendros, Encarnación",author,female,,,,,
"Kleij, Sonja_2025-11-19T21:38:24","Kleij, Sonja",author,female,,,,,
"Rawlings, Helen_2025-11-19T21:38:24","Rawlings, Helen",author,female,,,,,
"Turner, Robert L._2025-11-19T21:38:24","Turner, Robert L.",author,male,,,,,
"Hancock-Parmer, Teresa_2025-11-19T21:38:24","Hancock-Parmer, Teresa",author,female,,,,,
"Sherman, Kátia_2025-11-19T21:38:24","Sherman, Kátia",author,female,,,,,
"González Ramírez, David_2025-11-19T21:38:24","González Ramírez, David",author,male,,,,,
"Cruickshank, Don W._2025-11-19T21:38:24","Cruickshank, Don W.",author,male,,,,,
"Granja Ibarreche, Xabier_2025-11-19T21:38:24","Granja Ibarreche, Xabier",author,male,,,,,
"Gies, David T._2025-11-19T21:38:24","Gies, David T.",author,male,,,,,
"Andrews, Jean_2025-11-19T21:38:24","Andrews, Jean",author,female,,,,,
"Dorca, Toni_2025-11-19T21:38:24","Dorca, Toni",author,male,,,,,
